t_s,phase,nvme_mc,nvme_c,tj_mc,tj_c,cpu_c,gpu_c,fan_rpm,fan_pwm,cpu_mhz,vdd_in_mw,sect_read,sect_written,read_mbs,write_mbs,inflight,util_pct
2440,A-slc-fill,39850,39,59312,59,59,57,2162,78,1344,5480,2608433963,739109738,0.00,150.08,1,100.0
2442,A-slc-fill,39850,39,59312,59,59,57,2160,78,1267,5439,2608433963,739403074,0.00,150.19,1,100.0
2443,A-slc-fill,39850,39,59437,59,59,58,2164,78,1344,5439,2608433963,739684418,0.00,144.05,1,100.0
2444,A-slc-fill,39850,39,59218,59,59,58,2165,78,729,5439,2608433963,739977794,0.00,150.21,1,100.0
2445,A-slc-fill,39850,39,59343,59,59,57,2160,78,1344,5439,2608433963,740271178,0.00,150.21,1,100.0
2446,A-slc-fill,39850,39,59250,59,59,57,2162,78,1344,5275,2608433963,740613450,0.00,175.24,1,100.0
2447,A-slc-fill,39850,39,59406,59,59,57,2164,78,1267,5520,2608433963,741678594,0.00,545.35,1,94.4
2448,A-slc-fill,39850,39,59312,59,59,57,2165,78,1267,5520,2608433963,742766850,0.00,557.19,0,95.2
2449,A-slc-fill,39850,39,59250,59,59,57,2164,78,1267,5398,2608433963,743315458,0.00,280.89,1,100.0
2450,A-slc-fill,39850,39,59375,59,59,57,2167,78,1267,5439,2608433963,743609098,0.00,150.34,1,100.0
2451,A-slc-fill,39850,39,59187,59,59,57,2163,78,1420,5439,2608433963,743902474,0.00,150.21,1,100.0
2452,A-slc-fill,39850,39,59125,59,59,57,2165,78,1497,5398,2608433963,744195802,0.00,150.18,1,100.0
2453,A-slc-fill,39850,39,59125,59,59,57,2165,78,1267,5439,2608433963,744489178,0.00,150.21,1,100.0
2455,A-slc-fill,39850,39,59375,59,59,57,2163,78,1497,5439,2608433963,744782554,0.00,150.21,1,100.0
2456,A-slc-fill,39850,39,59375,59,59,57,2163,78,1190,5398,2608433963,745063906,0.00,144.05,1,100.0
2457,A-slc-fill,39850,39,59343,59,59,57,2162,78,1267,5357,2608433963,745477010,0.00,211.51,0,100.0
2458,A-slc-fill,39850,39,59375,59,59,57,2164,78,1344,5602,2608433963,746686610,0.00,619.32,1,95.6
2459,A-slc-fill,39850,39,59406,59,59,58,2164,78,1267,5439,2608433963,747606930,0.00,471.20,1,94.0
2460,A-slc-fill,39850,39,59437,59,59,57,2163,78,1267,5398,2608433963,748083602,0.00,244.06,1,99.6
2461,A-slc-fill,39850,39,59250,59,59,57,2165,78,1267,5439,2608433963,748364954,0.00,144.05,1,98.4
2462,A-slc-fill,39850,39,59281,59,59,57,2162,78,1344,5643,2608433963,748658170,0.00,150.13,1,100.0
2463,A-slc-fill,39850,39,59281,59,59,58,2162,78,1344,5439,2608433963,748951546,0.00,150.21,1,100.0
2464,A-slc-fill,39850,39,59125,59,59,57,2167,78,1344,5398,2608433963,749244922,0.00,150.21,1,100.0
2465,A-slc-fill,39850,39,59187,59,59,57,2167,78,1497,5439,2608433963,749538306,0.00,150.21,1,100.0
2466,A-slc-fill,39850,39,59343,59,59,57,2164,78,1344,5316,2608433963,749831650,0.00,150.19,1,100.0
2467,A-slc-fill,39850,39,59187,59,59,57,2165,78,1497,5398,2608433963,750476874,0.00,330.35,1,96.0
2469,A-slc-fill,39850,39,59187,59,59,57,2165,78,1497,5561,2608433963,751676746,0.00,614.33,1,97.6
2470,A-slc-fill,39850,39,59000,59,59,57,2165,78,1267,5357,2608433963,752460362,0.00,401.21,1,100.0
2471,A-slc-fill,39850,39,59218,59,59,57,2163,78,1344,5398,2608433963,752876114,0.00,212.87,1,100.0
2472,A-slc-fill,39850,39,59093,59,59,57,2162,78,1267,5480,2608433963,753169234,0.00,150.08,1,100.0
2473,A-slc-fill,39850,39,59062,59,59,57,2167,78,1344,5439,2608433963,753462866,0.00,150.34,1,100.0
2474,A-slc-fill,39850,39,59250,59,59,57,2163,78,1344,5398,2608433963,753743954,0.00,143.92,1,100.0
2475,A-slc-fill,39850,39,59125,59,59,57,2163,78,1344,5439,2608433963,754037330,0.00,150.21,1,100.0
2476,A-slc-fill,39850,39,59687,59,59,57,2165,78,1420,5889,2608433963,754330722,0.00,150.22,1,100.0
2477,A-slc-fill,39850,39,59781,59,59,57,2162,78,1344,5929,2608433963,754636074,0.00,156.34,1,100.0
2478,A-slc-fill,39850,39,59937,59,59,57,2163,78,1344,6175,2608433963,755548714,0.00,467.27,0,99.2
2479,A-slc-fill,39850,39,59781,59,60,57,2160,78,1344,6175,2608433963,756772394,0.00,626.52,1,96.4
2480,A-slc-fill,39850,39,59968,59,59,57,2162,78,1267,6011,2608433963,757326122,0.00,283.51,1,100.0
2481,A-slc-fill,39850,39,59781,59,59,57,2162,78,1344,6093,2608433963,757631794,0.00,156.50,1,100.0
2482,A-slc-fill,39850,39,59812,59,59,57,2163,78,1344,6093,2608433963,757924906,0.00,150.07,1,100.0
2483,A-slc-fill,39850,39,59812,59,59,57,2163,78,1267,6093,2608433963,758218282,0.00,150.21,1,100.0
2485,A-slc-fill,39850,39,59968,59,59,57,2162,78,1497,6093,2608433963,758499626,0.00,144.05,1,100.0
2486,A-slc-fill,39850,39,59562,59,59,58,2160,78,1497,6093,2608433963,758793002,0.00,150.21,1,100.0
2487,A-slc-fill,39850,39,59500,59,59,57,2162,78,1497,6093,2608433963,759086282,0.00,150.16,1,100.0
2488,A-slc-fill,39850,39,59718,59,59,57,2160,78,1497,5970,2608433963,759433162,0.00,177.60,0,100.0
2489,A-slc-fill,39850,39,59875,59,59,57,2163,78,1497,6134,2608433963,760533706,0.00,563.48,1,90.0
2490,A-slc-fill,39850,39,59375,59,59,57,2162,78,1497,6052,2608433963,761556170,0.00,523.50,1,92.0
2491,A-slc-fill,39850,39,59500,59,59,58,2163,78,1497,6011,2608433963,762106322,0.00,281.68,1,96.8
2492,A-slc-fill,39850,39,59500,59,59,57,2163,78,1497,6093,2608433963,762399418,0.00,150.07,1,100.0
2493,A-slc-fill,39850,39,59562,59,59,57,2163,78,1497,6093,2608433963,762692818,0.00,150.22,1,99.2
2494,A-slc-fill,39850,39,59906,59,59,57,2163,78,1267,6093,2608433963,762961874,0.00,137.76,1,100.0
2495,A-slc-fill,39850,39,59531,59,59,57,2162,78,1497,6093,2608433963,763243218,0.00,144.05,1,99.6
2496,A-slc-fill,39850,39,59562,59,59,57,2163,78,1497,6093,2608433963,763536602,0.00,150.21,1,96.4
2497,A-slc-fill,39850,39,59625,59,59,58,2165,78,1497,6093,2608433963,763817626,0.00,143.88,1,100.0
2498,A-slc-fill,39850,39,59500,59,59,57,2162,78,1497,5970,2608433963,764213146,0.00,202.51,1,100.0
2499,A-slc-fill,39850,39,59781,59,59,58,2163,78,1497,6257,2608433963,765302938,0.00,557.97,0,95.6
2500,A-slc-fill,39850,39,59781,59,59,57,2162,78,1497,6134,2608433963,766275226,0.00,497.81,1,99.6
2502,A-slc-fill,39850,39,59687,59,59,58,2162,78,1497,6011,2608433963,766813074,0.00,275.38,1,98.0
2503,A-slc-fill,39850,39,59562,59,59,58,2162,78,1497,6093,2608433963,767106450,0.00,150.21,1,100.0
2504,A-slc-fill,39850,39,59593,59,59,57,2162,78,1497,6093,2608433963,767387538,0.00,143.92,1,100.0
2505,A-slc-fill,39850,39,59500,59,59,58,2163,78,1497,6093,2608433963,767667858,0.00,143.52,1,100.0
2506,A-slc-fill,39850,39,59656,59,59,58,2162,78,1497,6093,2608433963,767937682,0.00,138.15,1,99.6
2507,A-slc-fill,39850,39,59656,59,59,58,2162,78,1497,6134,2608433963,768230962,0.00,150.16,1,100.0
2508,A-slc-fill,39850,39,59593,59,59,57,2162,78,1497,6134,2608433963,768524338,0.00,150.21,1,100.0
2509,A-slc-fill,39850,39,59531,59,59,58,2164,78,1497,5970,2608433963,768858674,0.00,171.18,1,100.0
2510,A-slc-fill,39850,39,59656,59,59,58,2162,78,1497,6175,2608433963,769998130,0.00,583.40,1,92.8
2511,A-slc-fill,39850,39,59687,59,59,58,2165,78,1497,6093,2608433963,770994226,0.00,510.00,1,94.4
2512,A-slc-fill,39850,39,59625,59,59,58,2165,78,1497,6093,2608433963,771507506,0.00,262.80,1,98.8
2513,A-slc-fill,39850,39,59656,59,59,57,2163,78,1497,6134,2608433963,771800882,0.00,150.21,1,100.0
2514,A-slc-fill,39850,39,59843,59,59,57,2163,78,1497,6134,2608433963,772094258,0.00,150.21,1,100.0
2515,A-slc-fill,39850,39,59625,59,59,58,2160,78,1497,6134,2608433963,772375346,0.00,143.92,1,100.0
2517,A-slc-fill,39850,39,59750,59,59,58,2162,78,1497,6134,2608433963,772656362,0.00,143.88,1,100.0
2518,A-slc-fill,39850,39,59781,59,59,58,2162,78,1497,6134,2608433963,772949666,0.00,150.17,1,100.0
2519,A-slc-fill,39850,39,59718,59,59,57,2160,78,1497,6093,2608433963,773218722,0.00,137.76,1,100.0
2520,A-slc-fill,39850,39,59562,59,59,58,2162,78,1497,6011,2608433963,773649058,0.00,220.33,0,96.4
2521,A-slc-fill,39850,39,59656,59,59,58,2162,78,1497,6257,2608433963,774849954,0.00,614.86,0,92.4
2522,A-slc-fill,39850,39,59656,59,59,57,2160,78,1497,6093,2608433963,775774106,0.00,473.17,1,97.6
2523,A-slc-fill,39850,39,59656,59,59,58,2162,78,1497,6052,2608433963,776251034,0.00,244.19,1,100.0
2524,A-slc-fill,39850,39,59562,59,59,58,2163,78,1497,6093,2608433963,776532138,0.00,143.93,1,100.0
2525,A-slc-fill,39850,39,59906,59,59,57,2162,78,1497,6093,2608433963,776801194,0.00,137.76,1,100.0
2526,A-slc-fill,39850,39,59625,59,59,58,2165,78,1497,6093,2608433963,777082282,0.00,143.92,1,99.6
2527,A-slc-fill,39850,39,59750,59,59,58,2165,78,1497,6093,2608433963,777363346,0.00,143.90,1,99.6
2528,A-slc-fill,39850,39,59687,59,59,58,2163,78,1497,6093,2608433963,777644434,0.00,143.92,1,100.0
2529,A-slc-fill,39850,39,59625,59,59,58,2163,78,1497,6052,2608433963,777925778,0.00,144.05,1,100.0
2530,A-slc-fill,39850,39,59843,59,59,58,2162,78,1497,6052,2608433963,778410642,0.00,248.25,1,99.2
2531,A-slc-fill,39850,39,59843,59,59,58,2162,78,1497,6175,2608433963,779511186,0.00,563.48,1,88.8
2533,A-slc-fill,39850,39,59812,59,59,58,2160,78,1497,5520,2608433963,780468850,0.00,490.32,1,99.2
2534,A-slc-fill,39850,39,59437,59,59,57,2160,78,729,5398,2608433963,780957810,0.00,250.35,1,100.0
2535,A-slc-fill,39850,39,59718,59,59,58,2163,78,1267,5439,2608433963,781251186,0.00,150.21,1,100.0
2536,A-slc-fill,39850,39,59281,59,59,57,2163,78,1267,5480,2608433963,781544562,0.00,150.21,1,100.0
2537,A-slc-fill,39850,39,59406,59,59,57,2162,78,1497,5398,2608433963,781825554,0.00,143.87,1,100.0
2538,A-slc-fill,39850,39,59375,59,59,58,2160,78,1344,5439,2608433963,782106650,0.00,143.92,1,100.0
2539,A-slc-fill,39850,39,59343,59,59,57,2160,78,1267,5439,2608433963,782400026,0.00,150.21,1,100.0
2540,A-slc-fill,39850,39,59500,59,59,57,2162,78,729,5357,2608433963,782696730,0.00,151.91,0,100.0
2541,A-slc-fill,39850,39,59500,59,59,57,2162,78,1267,5439,2608433963,783337498,0.00,328.07,1,97.6
2542,A-slc-fill,39850,39,59437,59,59,57,2162,78,1267,5480,2608433963,784373250,0.00,530.31,1,93.2
2543,A-slc-fill,39850,39,59562,59,59,57,2163,78,1036,5398,2608433963,785236482,0.00,441.97,1,98.0
2544,A-slc-fill,39850,39,59281,59,59,58,2163,78,1344,5439,2608433963,785701122,0.00,237.90,1,100.0
2545,A-slc-fill,39850,39,59281,59,59,57,2163,78,729,5480,2608433963,785994498,0.00,150.21,1,100.0
2547,A-slc-fill,39850,39,59468,59,59,57,2165,78,1344,5439,2608433963,786287826,0.00,150.18,1,100.0
2548,A-slc-fill,39850,39,59375,59,59,57,2165,78,729,5398,2608433963,786556570,0.00,137.60,1,99.6
2549,A-slc-fill,39850,39,59562,59,59,58,2163,78,1267,5439,2608433963,786837658,0.00,143.92,1,100.0
2550,A-slc-fill,39850,39,59343,59,59,58,2165,78,1344,5439,2608433963,787131290,0.00,150.34,1,100.0
2551,A-slc-fill,39850,39,59406,59,59,57,2163,78,1267,5357,2608433963,787424410,0.00,150.08,1,100.0
2552,A-slc-fill,39850,39,59406,59,59,57,2163,78,1267,5520,2608433963,788152178,0.00,372.62,1,100.0
2553,A-slc-fill,39850,39,59281,59,59,57,2167,78,1344,5602,2608433963,789261178,0.00,567.81,1,94.4
2554,A-slc-fill,39850,39,59156,59,59,57,2163,78,1267,5398,2608433963,790028666,0.00,392.95,1,97.6
2555,A-slc-fill,39850,39,59093,59,59,57,2163,78,960,5398,2608433963,790444410,0.00,212.86,1,100.0
2556,A-slc-fill,39850,39,59250,59,59,57,2163,78,1267,5439,2608433963,790737786,0.00,150.21,1,100.0
2557,A-slc-fill,39850,39,59062,59,59,57,2167,78,1344,5439,2608433963,791031146,0.00,150.20,1,99.6
2558,A-slc-fill,39850,39,59281,59,59,57,2162,78,729,5398,2608433963,791312242,0.00,143.92,1,100.0
2559,A-slc-fill,39850,39,59156,59,59,57,2163,78,729,5398,2608433963,791581298,0.00,137.76,1,100.0
2561,A-slc-fill,39850,39,59156,59,59,57,2163,78,1036,5439,2608433963,791874674,0.00,150.21,1,100.0
2562,A-slc-fill,39850,39,59406,59,59,57,2163,78,1497,5398,2608433963,792180010,0.00,156.33,1,100.0
2563,A-slc-fill,39850,39,59281,59,59,57,2165,78,1267,5725,2608433963,793028946,0.00,434.66,1,98.0
2564,A-slc-fill,39850,39,59343,59,59,57,2167,78,1497,5643,2608433963,794217298,0.00,608.44,1,92.4
2565,A-slc-fill,39850,39,59218,59,59,57,2167,78,1420,5316,2608433963,794823506,0.00,310.38,1,96.4
2566,A-slc-fill,39850,39,59187,59,59,57,2163,78,1344,5439,2608433963,795175506,0.00,180.22,1,100.0
2567,A-slc-fill,39850,39,59156,59,59,57,2163,78,1344,5439,2608433963,795468930,0.00,150.23,1,100.0
2568,A-slc-fill,39850,39,59062,59,59,57,2162,78,1267,5439,2608433963,795749922,0.00,143.87,1,100.0
2569,A-slc-fill,39850,39,59062,59,59,57,2160,78,729,5439,2608433963,796031010,0.00,143.92,1,100.0
2570,A-slc-fill,39850,39,59187,59,59,57,2162,78,1267,5439,2608433963,796324386,0.00,150.21,1,100.0
2571,A-slc-fill,39850,39,59156,59,59,57,2163,78,960,5398,2608433963,796617762,0.00,150.21,1,100.0
2572,A-slc-fill,39850,39,59218,59,59,57,2165,78,729,5275,2608433963,796947882,0.00,169.02,1,100.0
2573,A-slc-fill,39850,39,59375,59,59,57,2165,78,1420,5602,2608433963,798033074,0.00,555.62,1,98.4
2575,A-slc-fill,39850,39,59312,59,59,57,2163,78,729,5520,2608433963,799136434,0.00,564.92,1,100.0
2576,A-slc-fill,39850,39,59312,59,59,57,2162,78,1267,5439,2608433963,799686578,0.00,281.67,1,100.0
2577,A-slc-fill,39850,39,59093,59,59,57,2163,78,1344,5398,2608433963,799979954,0.00,150.21,1,100.0
2578,A-slc-fill,39850,39,59343,59,59,57,2163,78,729,5398,2608433963,800273314,0.00,150.20,1,100.0
2579,A-slc-fill,39850,39,59187,59,59,57,2165,78,960,5398,2608433963,800566698,0.00,150.21,1,100.0
2580,A-slc-fill,39850,39,59312,59,59,57,2163,78,729,5398,2608433963,800848042,0.00,144.05,1,100.0
2581,A-slc-fill,39850,39,59406,59,59,57,2165,78,1344,5398,2608433963,801141418,0.00,150.21,1,100.0
2582,A-slc-fill,39850,39,58937,58,59,57,2165,78,1036,5357,2608433963,801422434,0.00,143.88,1,100.0
2583,A-slc-fill,39850,39,59156,59,59,57,2163,78,1267,5398,2608433963,801929506,0.00,259.62,0,100.0
2584,A-slc-fill,39850,39,59000,59,59,57,2163,78,1420,5480,2608433963,803062306,0.00,579.99,1,87.2
2585,A-slc-fill,39850,39,59093,59,59,57,2162,78,1344,5357,2608433963,803970850,0.00,465.17,1,96.4
2586,A-slc-fill,39850,39,59156,59,59,57,2165,78,1497,5398,2608433963,804430370,0.00,235.27,1,100.0
2587,A-slc-fill,39850,39,59000,59,59,57,2163,78,1497,5439,2608433963,804723466,0.00,150.07,1,100.0
2589,A-slc-fill,39850,39,59218,59,59,57,2165,78,1344,5398,2608433963,805016850,0.00,150.21,1,100.0
2590,A-slc-fill,39850,39,59156,59,59,57,2167,78,1344,5398,2608433963,805298194,0.00,144.05,1,100.0
2591,A-slc-fill,39850,39,59031,59,59,57,2163,78,1267,5398,2608433963,805591570,0.00,150.21,1,100.0
2592,A-slc-fill,39850,39,59125,59,59,57,2165,78,1267,5398,2608433963,805884962,0.00,150.22,1,100.0
2593,A-slc-fill,39850,39,59250,59,59,57,2162,78,1344,5316,2608433963,806178002,0.00,150.04,1,100.0
2594,A-slc-fill,39850,39,59125,59,58,57,2163,78,1267,5398,2608433963,806880218,0.00,359.53,0,91.2
2595,A-slc-fill,39850,39,58968,58,59,57,2162,78,1497,5602,2608433963,808076506,0.00,612.50,0,95.6
2596,A-slc-fill,39850,39,59218,59,59,57,2162,78,1497,5807,2608433963,808806874,0.00,373.95,1,100.0
2597,A-slc-fill,39850,39,59156,59,59,57,2163,78,1497,6011,2608433963,809210314,0.00,206.56,1,100.0
2598,A-slc-fill,39850,39,59156,59,59,57,2163,78,1497,6052,2608433963,809503690,0.00,150.21,1,100.0
2599,A-slc-fill,39850,39,59437,59,59,57,2160,78,1497,6011,2608433963,809797074,0.00,150.21,1,100.0
2600,A-slc-fill,39850,39,59500,59,59,57,2162,78,1497,6011,2608433963,810090450,0.00,150.21,1,100.0
2601,A-slc-fill,39850,39,59562,59,59,57,2164,78,1497,6052,2608433963,810383826,0.00,150.21,1,100.0
2602,A-slc-fill,39850,39,59156,59,59,57,2167,78,1497,6052,2608433963,810676858,0.00,150.03,1,100.0
2604,A-slc-fill,39850,39,59375,59,59,57,2163,78,1497,5889,2608433963,811006850,0.00,168.96,1,100.0
2605,A-slc-fill,39850,39,59687,59,59,57,2162,78,1420,6093,2608433963,812045954,0.00,532.02,1,94.4
2606,A-slc-fill,39850,39,59718,59,59,57,2162,78,1420,6134,2608433963,813171074,0.00,576.06,1,94.8
2607,A-slc-fill,39850,39,59750,59,59,57,2162,78,1344,5970,2608433963,813721474,0.00,281.80,1,98.0
2608,A-slc-fill,39850,39,59968,59,59,57,2165,78,1344,6052,2608433963,814014578,0.00,150.07,1,100.0
2609,A-slc-fill,39850,39,59781,59,60,57,2163,78,1267,6093,2608433963,814307970,0.00,150.22,1,100.0
2610,A-slc-fill,39850,39,59781,59,59,57,2163,78,1344,6093,2608433963,814589314,0.00,144.05,1,100.0
2611,A-slc-fill,39850,39,59687,59,59,57,2163,78,1267,6093,2608433963,814882690,0.00,150.21,1,100.0
2612,A-slc-fill,39850,39,59812,59,59,57,2162,78,1344,6052,2608433963,815176066,0.00,150.21,1,100.0
2613,A-slc-fill,39850,39,59843,59,60,57,2163,78,1267,6093,2608433963,815469370,0.00,150.17,1,100.0
2614,A-slc-fill,39850,39,59750,59,59,58,2162,78,1497,5970,2608433963,815889730,0.00,215.22,0,100.0
2615,A-slc-fill,39850,39,59875,59,60,57,2163,78,1497,6257,2608433963,817061442,0.00,599.92,0,95.6
2616,A-slc-fill,39850,39,59812,59,59,57,2165,78,1420,6093,2608433963,818012738,0.00,487.06,1,99.2
2617,A-slc-fill,39850,39,60000,60,59,57,2162,78,1497,6011,2608433963,818513962,0.00,256.63,1,99.6
2619,A-slc-fill,39850,39,59906,59,59,58,2163,78,1497,6134,2608433963,818807338,0.00,150.21,1,100.0
2620,A-slc-fill,39850,39,59875,59,59,58,2163,78,1344,6134,2608433963,819100722,0.00,150.21,1,98.8
2621,A-slc-fill,39850,39,60031,60,59,58,2162,78,1497,6052,2608433963,819394098,0.00,150.21,1,100.0
2622,A-slc-fill,39850,39,59875,59,59,57,2163,78,1497,6093,2608433963,819675194,0.00,143.92,1,99.6
2623,A-slc-fill,39850,39,59906,59,59,58,2163,78,1344,6093,2608433963,819956178,0.00,143.86,1,96.8
2624,A-slc-fill,39850,39,59937,59,59,58,2160,78,1267,6011,2608433963,820237266,0.00,143.92,1,100.0
2625,A-slc-fill,39850,39,59875,59,59,58,2160,78,1497,6052,2608433963,820796378,0.00,286.27,1,98.4
2626,A-slc-fill,39850,39,60125,60,59,57,2162,78,1267,6175,2608433963,821901018,0.00,565.58,0,90.0
2627,A-slc-fill,39850,39,59968,59,60,57,2163,78,1420,6052,2608433963,822780378,0.00,450.23,1,99.2
2628,A-slc-fill,39850,39,60125,60,60,57,2162,78,1344,6052,2608433963,823244730,0.00,237.75,1,100.0
2629,A-slc-fill,39850,39,59906,59,59,57,2162,78,1344,6134,2608433963,823538114,0.00,150.21,1,100.0
2630,A-slc-fill,39850,39,59937,59,59,57,2162,78,1344,6052,2608433963,823819202,0.00,143.92,1,100.0
2631,A-slc-fill,39850,39,60000,60,59,57,2162,78,1344,6093,2608433963,824112834,0.00,150.34,1,100.0
2632,A-slc-fill,39850,39,59906,59,60,58,2160,78,1267,6052,2608433963,824393834,0.00,143.87,1,99.2
2634,A-slc-fill,39850,39,59906,59,60,58,2160,78,1344,6093,2608433963,824687210,0.00,150.21,1,100.0
2635,A-slc-fill,39850,39,60000,60,60,57,2160,78,1267,5970,2608433963,824992882,0.00,156.50,1,100.0
2636,A-slc-fill,39850,39,60125,60,60,57,2163,78,1344,6134,2608433963,825767026,0.00,396.36,1,99.2
2637,A-slc-fill,39850,39,59718,59,59,58,2162,78,1497,6216,2608433963,826971506,0.00,616.69,1,92.8
2638,A-slc-fill,39850,39,59687,59,59,57,2165,78,1497,5970,2608433963,827611994,0.00,327.93,0,97.2
2639,A-slc-fill,39850,39,59593,59,59,58,2163,78,1497,6052,2608433963,827988314,0.00,192.68,1,100.0
2640,A-slc-fill,39850,39,59656,59,59,58,2165,78,1497,6093,2608433963,828281698,0.00,150.21,1,100.0
2641,A-slc-fill,39850,39,59593,59,59,58,2163,78,1497,6093,2608433963,828575074,0.00,150.21,1,100.0
2642,A-slc-fill,39850,39,59750,59,59,58,2162,78,1497,6052,2608433963,828856418,0.00,144.05,1,100.0
2643,A-slc-fill,39850,39,59750,59,59,57,2163,78,1497,6093,2608433963,829149442,0.00,150.03,1,100.0
2644,A-slc-fill,39850,39,59625,59,59,58,2162,78,1497,6093,2608433963,829430786,0.00,144.05,1,100.0
2645,A-slc-fill,39850,39,60000,60,60,58,2160,78,1420,5889,2608433963,829748490,0.00,162.66,1,100.0
2646,A-slc-fill,39850,39,60093,60,60,58,2163,78,1497,6216,2608433963,830746890,0.00,511.18,1,97.2
2647,A-slc-fill,39850,39,60125,60,59,57,2163,78,1267,6216,2608433963,831912690,0.00,596.89,1,96.4
2648,A-slc-fill,39850,39,60031,60,60,58,2163,78,1344,6011,2608433963,832450546,0.00,275.38,1,98.0
2650,A-slc-fill,39850,39,60093,60,60,58,2162,78,1344,6134,2608433963,832768498,0.00,162.79,1,100.0
2651,A-slc-fill,39850,39,60000,60,60,57,2162,78,1267,6134,2608433963,833074170,0.00,156.50,1,100.0
2652,A-slc-fill,39850,39,59468,59,59,57,2162,78,1267,5889,2608433963,833367546,0.00,150.21,1,100.0
2653,A-slc-fill,39850,39,59406,59,59,57,2163,78,1267,5439,2608433963,833648546,0.00,143.87,1,100.0
2654,A-slc-fill,39850,39,59625,59,59,57,2162,78,1267,5439,2608433963,833941922,0.00,150.21,1,100.0
2655,A-slc-fill,39850,39,59500,59,59,57,2162,78,1344,5398,2608433963,834235314,0.00,150.22,1,100.0
2656,A-slc-fill,39850,39,59375,59,59,58,2162,78,1497,5357,2608433963,834677938,0.00,226.62,0,100.0
2657,A-slc-fill,39850,39,59343,59,59,58,2160,78,1420,5602,2608433963,835841458,0.00,595.72,0,96.8
2658,A-slc-fill,39850,39,59531,59,59,57,2160,78,1267,5398,2608433963,836766114,0.00,473.42,1,94.4
2659,A-slc-fill,39850,39,59250,59,59,57,2162,78,1420,5439,2608433963,837267378,0.00,256.65,1,98.4
2660,A-slc-fill,39850,39,59343,59,59,57,2162,78,1344,5439,2608433963,837573050,0.00,156.50,1,100.0
2661,A-slc-fill,39850,39,59187,59,59,57,2162,78,1497,5439,2608433963,837854138,0.00,143.92,1,100.0
2662,A-slc-fill,39850,39,59406,59,59,58,2162,78,1344,5684,2608433963,838147490,0.00,150.20,1,100.0
2664,A-slc-fill,39850,39,59406,59,59,57,2160,78,1344,5561,2608433963,838440866,0.00,150.21,1,100.0
2665,A-slc-fill,39850,39,59218,59,59,57,2162,78,1267,5439,2608433963,838734242,0.00,150.21,1,100.0
2666,A-slc-fill,39850,39,59187,59,59,57,2165,78,960,5357,2608433963,839039914,0.00,156.50,1,100.0
2667,A-slc-fill,39850,39,59437,59,59,57,2164,78,1497,5480,2608433963,839723178,0.00,349.83,0,94.4
2668,A-slc-fill,39850,39,59218,59,59,57,2162,78,1497,5602,2608433963,840890898,0.00,597.87,0,92.0
2669,A-slc-fill,39850,39,59343,59,59,57,2162,78,1267,5398,2608433963,841664018,0.00,395.84,1,96.8
2670,A-slc-fill,39850,39,59281,59,59,57,2165,78,1344,5480,2608433963,842084370,0.00,215.22,1,100.0
2671,A-slc-fill,39850,39,59218,59,59,57,2165,78,1344,5439,2608433963,842377754,0.00,150.21,1,100.0
2672,A-slc-fill,39850,39,59406,59,59,57,2167,78,1267,5439,2608433963,842671130,0.00,150.21,1,100.0
2673,A-slc-fill,39850,39,59406,59,59,57,2165,78,729,5439,2608433963,842964490,0.00,150.20,1,100.0
2674,A-slc-fill,39850,39,59156,59,59,57,2162,78,1036,5439,2608433963,843257866,0.00,150.21,1,100.0
2675,A-slc-fill,39850,39,59468,59,59,57,2164,78,729,5439,2608433963,843551250,0.00,150.21,1,100.0
2677,A-slc-fill,39850,39,59406,59,59,57,2162,78,1267,5275,2608433963,843868946,0.00,162.66,1,100.0
2678,A-slc-fill,39850,39,59281,59,59,57,2165,78,1497,5602,2608433963,844867514,0.00,511.27,1,96.4
