t_s,phase,nvme_mc,nvme_c,tj_mc,tj_c,cpu_c,gpu_c,fan_rpm,fan_pwm,cpu_mhz,vdd_in_mw,sect_read,sect_written,read_mbs,write_mbs,inflight,util_pct
6277,E-randwrite-precondition,39850,39,59031,59,59,57,2235,80,1267,5357,5511201251,1244673762,0.00,75.12,128,100.0
6279,E-randwrite-precondition,39850,39,59250,59,59,57,2238,80,1420,5316,5511201251,1244783642,0.00,56.26,128,100.0
6280,E-randwrite-precondition,39850,39,59031,59,59,57,2238,80,1497,5234,5511201251,1244918186,0.00,68.89,128,100.0
6281,E-randwrite-precondition,39850,39,59187,59,59,57,2238,80,729,5316,5511201251,1245028042,0.00,56.25,128,100.0
6282,E-randwrite-precondition,39850,39,59343,59,59,57,2238,80,1420,5234,5511201251,1245125770,0.00,50.04,128,100.0
6283,E-randwrite-precondition,39850,39,58968,58,59,57,2238,80,1497,5316,5511201251,1245260306,0.00,68.88,128,100.0
6284,E-randwrite-precondition,39850,39,59031,59,59,57,2238,80,1420,5193,5511201251,1245358034,0.00,50.04,128,100.0
6286,E-randwrite-precondition,39850,39,59156,59,59,57,2236,80,1497,5480,5511201251,1245492482,0.00,68.84,128,100.0
6287,E-randwrite-precondition,39850,39,59031,59,59,57,2238,80,1036,5439,5511201251,1245577874,0.00,43.72,128,78.8
6288,E-randwrite-precondition,39850,39,59343,59,59,57,2243,80,1497,5929,5511201251,1245687938,0.00,56.35,128,100.0
6289,E-randwrite-precondition,39850,39,59093,59,59,57,2245,80,729,5889,5511201251,1245798002,0.00,56.35,128,100.0
6290,E-randwrite-precondition,39850,39,59062,59,59,57,2242,80,806,5398,5511201251,1245908010,0.00,56.32,128,100.0
6292,E-randwrite-precondition,39850,39,58875,58,58,57,2240,80,1344,5275,5511201251,1246005698,0.00,50.02,128,100.0
6293,E-randwrite-precondition,39850,39,59031,59,59,57,2235,80,1267,5316,5511201251,1246127706,0.00,62.47,383,100.0
6294,E-randwrite-precondition,39850,39,59125,59,59,57,2234,80,1420,5520,5511201251,1246298986,0.00,87.70,128,100.0
6295,E-randwrite-precondition,39850,39,58875,58,58,57,2238,80,1113,5316,5511201251,1246347850,0.00,25.02,128,100.0
6296,E-randwrite-precondition,39850,39,59062,59,59,57,2236,80,1267,5357,5511201251,1246457714,0.00,56.25,128,100.0
6297,E-randwrite-precondition,39850,39,58875,58,59,57,2236,80,1420,5316,5511201251,1246543298,0.00,43.82,128,100.0
6299,E-randwrite-precondition,39850,39,58843,58,58,57,2236,80,960,5316,5511201251,1246677610,0.00,68.77,333,100.0
6300,E-randwrite-precondition,39850,39,59062,59,58,57,2238,80,1420,5234,5511201251,1246836658,0.00,81.43,128,100.0
6301,E-randwrite-precondition,39850,39,58750,58,58,57,2238,80,1497,5357,5511201251,1246946466,0.00,56.22,128,100.0
6303,E-randwrite-precondition,39850,39,58781,58,58,57,2238,80,1420,5316,5511201251,1247044290,0.00,50.09,128,100.0
6304,E-randwrite-precondition,39850,39,58750,58,58,57,2236,80,1420,5357,5511201251,1247154354,0.00,56.35,128,100.0
6305,E-randwrite-precondition,39850,39,59062,59,58,57,2235,80,1420,5234,5511201251,1247252178,0.00,50.09,128,100.0
6306,E-randwrite-precondition,39850,39,58937,58,59,57,2235,80,1344,5316,5511201251,1247362130,0.00,56.30,128,100.0
6307,E-randwrite-precondition,39850,39,58843,58,59,57,2235,80,1344,5234,5511201251,1247472194,0.00,56.35,128,100.0
6308,E-randwrite-precondition,39850,39,58718,58,58,57,2237,80,806,5316,5511201251,1247594498,0.00,62.62,128,100.0
6310,E-randwrite-precondition,39850,39,58781,58,58,57,2233,80,1420,5234,5511201251,1247704562,0.00,56.35,128,100.0
6311,E-randwrite-precondition,39850,39,58687,58,58,57,2233,80,1344,5357,5511201251,1247851194,0.00,75.08,128,100.0
6312,E-randwrite-precondition,39850,39,58937,58,58,57,2233,80,1420,5316,5511201251,1247961034,0.00,56.24,128,100.0
6313,E-randwrite-precondition,39850,39,58906,58,58,57,2237,80,729,5316,5511201251,1248107722,0.00,75.10,128,100.0
6314,E-randwrite-precondition,39850,39,58843,58,58,57,2237,80,806,5275,5511201251,1248205538,0.00,50.08,128,100.0
6315,E-randwrite-precondition,39850,39,58906,58,58,57,2237,80,1497,5234,5511201251,1248352234,0.00,75.11,128,100.0
6317,E-randwrite-precondition,39850,39,59531,59,59,57,2240,80,1497,5970,5511201251,1248498738,0.00,75.01,128,98.4
6318,E-randwrite-precondition,39850,39,59562,59,59,57,2242,80,1497,5889,5511201251,1248596562,0.00,50.09,128,100.0
6319,E-randwrite-precondition,39850,39,59500,59,59,57,2242,80,1420,6011,5511201251,1248743306,0.00,75.13,128,100.0
6320,E-randwrite-precondition,39850,39,59656,59,59,57,2243,80,1267,6011,5511201251,1248853314,0.00,56.32,128,100.0
6321,E-randwrite-precondition,39850,39,59500,59,59,57,2243,80,1420,6052,5511201251,1248999962,0.00,75.08,128,100.0
6322,E-randwrite-precondition,39850,39,59500,59,59,57,2238,80,1497,6011,5511201251,1249097594,0.00,49.99,128,100.0
6323,E-randwrite-precondition,39850,39,59250,59,59,57,2235,80,1497,5929,5511201251,1249232130,0.00,68.88,128,100.0
6324,E-randwrite-precondition,39850,39,59062,59,59,57,2235,80,1497,6052,5511201251,1249378818,0.00,75.10,128,100.0
6325,E-randwrite-precondition,39850,39,59250,59,59,57,2235,80,1497,5929,5511201251,1249476626,0.00,50.08,128,100.0
6327,E-randwrite-precondition,39850,39,59343,59,59,57,2237,80,1497,6052,5511201251,1249623258,0.00,75.08,128,100.0
6328,E-randwrite-precondition,39850,39,59156,59,59,57,2231,80,1497,5970,5511201251,1249721082,0.00,50.09,128,100.0
6329,E-randwrite-precondition,39850,39,59156,59,59,57,2233,80,1497,5970,5511201251,1249843386,0.00,62.62,128,100.0
6330,E-randwrite-precondition,39850,39,59187,59,59,57,2233,80,1497,5929,5511201251,1249928906,0.00,43.79,128,100.0
6331,E-randwrite-precondition,39850,39,59125,59,59,57,2233,80,1497,5970,5511201251,1250063330,0.00,68.83,128,100.0
6332,E-randwrite-precondition,39850,39,59125,59,59,57,2233,80,1497,5929,5511201251,1250160978,0.00,50.00,128,100.0
6333,E-randwrite-precondition,39850,39,59250,59,59,57,2237,80,1497,6011,5511201251,1250283282,0.00,62.62,128,100.0
6334,E-randwrite-precondition,39850,39,59343,59,59,57,2236,80,1497,5970,5511201251,1250356618,0.00,37.55,128,100.0
6335,E-randwrite-precondition,39850,39,59343,59,59,57,2237,80,1497,6052,5511201251,1250466666,0.00,56.34,128,100.0
6336,E-randwrite-precondition,39850,39,59218,59,59,57,2240,80,1497,5929,5511201251,1250552066,0.00,43.72,128,100.0
6338,E-randwrite-precondition,39850,39,59156,59,59,57,2238,80,1497,6052,5511201251,1250662122,0.00,56.35,128,100.0
6339,E-randwrite-precondition,39850,39,59156,59,59,57,2242,80,1497,6011,5511201251,1250772186,0.00,56.35,128,100.0
6340,E-randwrite-precondition,39850,39,59500,59,59,57,2242,80,1497,6543,5511201251,1250845490,0.00,37.53,128,100.0
6341,E-randwrite-precondition,39850,39,59562,59,59,57,2240,80,1497,6778,5511201251,1250955482,0.00,56.32,128,100.0
6342,E-randwrite-precondition,39850,39,59312,59,59,57,2240,80,1497,6175,5511201251,1251053074,0.00,49.97,564,100.0
6343,E-randwrite-precondition,39850,39,59562,59,59,57,2242,80,1497,6655,5511201251,1251273370,0.00,112.79,128,100.0
6344,E-randwrite-precondition,39850,39,59562,59,59,57,2240,80,1497,6778,5511201251,1251383434,0.00,56.35,128,100.0
6345,E-randwrite-precondition,39850,39,59843,59,59,57,2242,80,1497,6737,5511201251,1251444538,0.00,31.29,128,100.0
6347,E-randwrite-precondition,39850,39,59375,59,59,57,2244,80,1497,6011,5511201251,1251578994,0.00,68.84,488,100.0
6349,E-randwrite-precondition,39850,39,59437,59,59,57,2247,80,1497,6614,5511201251,1251847866,0.00,137.66,128,100.0
6350,E-randwrite-precondition,39850,39,59750,59,59,57,2247,80,1497,6737,5511201251,1251957906,0.00,56.34,128,100.0
6351,E-randwrite-precondition,39850,39,59312,59,59,57,2244,80,1497,6379,5511201251,1252055554,0.00,50.00,469,100.0
6352,E-randwrite-precondition,39850,39,59468,59,59,57,2238,80,1497,6093,5511201251,1252275602,0.00,112.66,128,100.0
6353,E-randwrite-precondition,39850,39,59906,59,59,57,2243,80,1497,6614,5511201251,1252410010,0.00,68.82,128,100.0
6354,E-randwrite-precondition,39850,39,59562,59,59,57,2242,80,1497,6778,5511201251,1252569018,0.00,81.41,128,100.0
6355,E-randwrite-precondition,39850,39,59625,59,59,57,2238,80,1497,6778,5511201251,1252666818,0.00,50.07,163,100.0
6357,E-randwrite-precondition,39850,39,59875,59,59,57,2240,80,1497,6573,5511201251,1252996922,0.00,169.01,128,100.0
6358,E-randwrite-precondition,39850,39,59718,59,59,57,2240,80,1497,6614,5511201251,1253106962,0.00,56.34,128,100.0
6359,E-randwrite-precondition,39850,39,60093,60,59,57,2244,80,1497,6696,5511201251,1253229266,0.00,62.62,128,100.0
6360,E-randwrite-precondition,39850,39,59156,59,59,57,2235,80,1497,6338,5511201251,1253387850,0.00,81.20,720,100.0
6361,E-randwrite-precondition,39850,39,59656,59,59,57,2236,80,1497,6614,5511201251,1253657162,0.00,137.89,128,100.0
6362,E-randwrite-precondition,39850,39,59625,59,59,58,2236,80,1497,6696,5511201251,1253803714,0.00,75.03,128,96.0
6363,E-randwrite-precondition,39850,39,59937,59,59,58,2235,80,1497,6696,5511201251,1253901538,0.00,50.09,128,100.0
6365,E-randwrite-precondition,39850,39,59812,59,59,57,2235,80,1497,6297,5511201251,1254133682,0.00,118.86,257,100.0
6366,E-randwrite-precondition,39850,39,59968,59,59,57,2233,80,1497,6614,5511201251,1254304994,0.00,87.71,128,100.0
6367,E-randwrite-precondition,39850,39,60187,60,60,57,2237,80,1497,6696,5511201251,1254463714,0.00,81.26,128,100.0
6368,E-randwrite-precondition,39850,39,59656,59,59,57,2236,80,1497,6297,5511201251,1254585922,0.00,62.57,383,100.0
6369,E-randwrite-precondition,39850,39,60093,60,60,57,2236,80,1497,6461,5511201251,1254806050,0.00,112.71,128,100.0
6370,E-randwrite-precondition,39850,39,60156,60,60,57,2240,80,1497,6737,5511201251,1254977218,0.00,87.64,128,100.0
6372,E-randwrite-precondition,39850,39,59875,59,59,57,2241,80,1420,6502,5511201251,1255075042,0.00,50.09,128,100.0
6373,E-randwrite-precondition,39850,39,59093,59,59,57,2240,80,1420,5398,5511201251,1255221658,0.00,75.07,378,100.0
6375,E-randwrite-precondition,39850,39,59375,59,59,57,2240,80,1497,6011,5511201251,1255453890,0.00,118.90,128,100.0
6376,E-randwrite-precondition,39850,39,59593,59,59,57,2242,80,1344,6175,5511201251,1255563954,0.00,56.35,128,100.0
6378,E-randwrite-precondition,39850,39,59250,59,59,58,2236,80,1267,5316,5511201251,1255686242,0.00,62.61,453,100.0
6379,E-randwrite-precondition,39850,39,59468,59,59,57,2236,80,1497,6134,5511201251,1255979586,0.00,150.19,128,100.0
6380,E-randwrite-precondition,39850,39,59718,59,59,57,2233,80,1420,6134,5511201251,1256077410,0.00,50.09,128,100.0
6382,E-randwrite-precondition,39850,39,59250,59,59,57,2236,80,960,5929,5511201251,1256199434,0.00,62.48,383,100.0
6383,E-randwrite-precondition,39850,39,59656,59,59,57,2233,80,1497,5929,5511201251,1256382858,0.00,93.91,207,100.0
6384,E-randwrite-precondition,39850,39,59687,59,59,58,2233,80,1497,6175,5511201251,1256529650,0.00,75.16,128,98.8
6385,E-randwrite-precondition,39850,39,59593,59,59,57,2235,80,1497,6257,5511201251,1256639594,0.00,56.29,128,100.0
6387,E-randwrite-precondition,39850,39,59468,59,59,57,2235,80,1267,5848,5511201251,1256737218,0.00,49.98,406,100.0
6388,E-randwrite-precondition,39850,39,59625,59,59,58,2231,80,1497,6093,5511201251,1256993930,0.00,131.44,128,100.0
6389,E-randwrite-precondition,39850,39,59468,59,59,58,2233,80,1497,6134,5511201251,1257091706,0.00,50.06,128,100.0
6390,E-randwrite-precondition,39850,39,59250,59,59,57,2235,80,1267,5602,5511201251,1257299250,0.00,106.26,301,90.4
6391,E-randwrite-precondition,39850,39,59625,59,59,57,2237,80,1497,6093,5511201251,1257482898,0.00,94.03,128,100.0
6392,E-randwrite-precondition,39850,39,59656,59,59,57,2233,80,1497,6093,5511201251,1257641826,0.00,81.37,128,100.0
6394,E-randwrite-precondition,39850,39,59031,59,59,57,2233,80,729,5398,5511201251,1257769962,0.00,65.61,555,100.0
6395,E-randwrite-precondition,39850,39,59312,59,59,57,2231,80,1497,6093,5511201251,1258057426,0.00,147.18,128,100.0
6396,E-randwrite-precondition,39850,39,59781,59,59,58,2235,80,1497,6216,5511201251,1258203874,0.00,74.98,383,100.0
6397,E-randwrite-precondition,39850,39,59156,59,59,57,2231,80,1190,5439,5511201251,1258387394,0.00,93.96,260,100.0
6398,E-randwrite-precondition,39850,39,59531,59,59,57,2231,80,1497,6257,5511201251,1258619778,0.00,118.98,128,100.0
6399,E-randwrite-precondition,39850,39,59125,59,59,57,2233,80,1420,5357,5511201251,1258729794,0.00,56.33,128,100.0
6400,E-randwrite-precondition,39850,39,59156,59,59,57,2237,80,1420,5357,5511201251,1258876482,0.00,75.10,128,100.0
6402,E-randwrite-precondition,39850,39,59187,59,59,57,2233,80,1344,5275,5511201251,1258974306,0.00,50.09,128,100.0
6403,E-randwrite-precondition,39850,39,58968,58,59,57,2233,80,1497,5234,5511201251,1259120922,0.00,75.07,128,100.0
6404,E-randwrite-precondition,39850,39,59062,59,59,57,2233,80,960,5275,5511201251,1259243186,0.00,62.60,128,100.0
6405,E-randwrite-precondition,39850,39,59156,59,59,57,2233,80,1497,5152,5511201251,1259341002,0.00,50.08,128,100.0
6406,E-randwrite-precondition,39850,39,58937,58,58,57,2237,80,1420,5275,5511201251,1259475362,0.00,68.79,128,100.0
6407,E-randwrite-precondition,39850,39,59000,59,59,57,2235,80,1344,5234,5511201251,1259572986,0.00,49.98,128,100.0
6409,E-randwrite-precondition,39850,39,59031,59,59,57,2235,80,806,5316,5511201251,1259707410,0.00,68.83,128,100.0
6410,E-randwrite-precondition,39850,39,59093,59,59,57,2238,80,1344,5234,5511201251,1259780674,0.00,37.51,128,100.0
6411,E-randwrite-precondition,39850,39,59250,59,59,57,2236,80,1497,5357,5511201251,1259890738,0.00,56.35,128,100.0
6412,E-randwrite-precondition,39850,39,58875,58,58,57,2240,80,729,5275,5511201251,1260000698,0.00,56.30,128,100.0
6413,E-randwrite-precondition,39850,39,58906,58,58,57,2238,80,1344,5357,5511201251,1260110634,0.00,56.29,128,100.0
6415,E-randwrite-precondition,39850,39,58937,58,58,57,2238,80,806,5234,5511201251,1260220666,0.00,56.34,128,100.0
6416,E-randwrite-precondition,39850,39,58906,58,59,57,2240,80,1344,5357,5511201251,1260330562,0.00,56.27,128,100.0
6417,E-randwrite-precondition,39850,39,58781,58,58,57,2238,80,1420,5234,5511201251,1260440522,0.00,56.30,128,100.0
6418,E-randwrite-precondition,39850,39,58843,58,59,57,2235,80,1344,5316,5511201251,1260550386,0.00,56.25,128,100.0
6420,E-randwrite-precondition,39850,39,59000,59,58,57,2238,80,1344,5193,5511201251,1260660450,0.00,56.35,128,100.0
6421,E-randwrite-precondition,39850,39,58812,58,58,57,2235,80,1497,5357,5511201251,1260770514,0.00,56.35,128,100.0
6422,E-randwrite-precondition,39850,39,58687,58,58,57,2233,80,1036,5234,5511201251,1260880578,0.00,56.35,128,100.0
6424,E-randwrite-precondition,39850,39,58875,58,59,57,2236,80,960,5357,5511201251,1260990306,0.00,56.18,128,100.0
6425,E-randwrite-precondition,39850,39,58687,58,58,57,2233,80,1344,5193,5511201251,1261100370,0.00,56.35,128,100.0
6426,E-randwrite-precondition,39850,39,58937,58,58,57,2231,80,1344,5357,5511201251,1261210242,0.00,56.25,128,100.0
6428,E-randwrite-precondition,39850,39,58718,58,58,57,2231,80,1036,5234,5511201251,1261320250,0.00,56.32,128,100.0
6429,E-randwrite-precondition,39850,39,58750,58,58,57,2234,80,1420,5316,5511201251,1261430186,0.00,56.29,128,100.0
6430,E-randwrite-precondition,39850,39,58656,58,58,57,2236,80,1344,5193,5511201251,1261540186,0.00,56.32,128,100.0
6431,E-randwrite-precondition,39850,39,58843,58,58,57,2234,80,1267,5275,5511201251,1261650250,0.00,56.35,128,100.0
6432,E-randwrite-precondition,39850,39,58843,58,58,57,2236,80,1420,5193,5511201251,1261748034,0.00,50.07,128,100.0
6434,E-randwrite-precondition,39850,39,58875,58,58,57,2238,80,806,5316,5511201251,1261894482,0.00,74.98,128,100.0
6435,E-randwrite-precondition,39850,39,58625,58,58,57,2236,80,1344,5234,5511201251,1261992274,0.00,50.07,128,100.0
6436,E-randwrite-precondition,39850,39,58875,58,58,57,2236,80,1497,5725,5511201251,1262138986,0.00,75.12,128,100.0
6437,E-randwrite-precondition,39850,39,59156,59,59,57,2236,80,1497,5970,5511201251,1262249034,0.00,56.34,128,100.0
6438,E-randwrite-precondition,39850,39,59125,59,59,57,2233,80,1497,6011,5511201251,1262395730,0.00,75.11,128,100.0
6439,E-randwrite-precondition,39850,39,59093,59,59,57,2235,80,1497,5970,5511201251,1262493546,0.00,50.08,128,100.0
6440,E-randwrite-precondition,39850,39,59062,59,59,57,2235,80,1497,5929,5511201251,1262627970,0.00,68.83,128,100.0
6441,E-randwrite-precondition,39850,39,59218,59,59,57,2236,80,1497,6011,5511201251,1262762386,0.00,68.82,128,97.6
6443,E-randwrite-precondition,39850,39,59000,59,59,57,2236,80,1497,5889,5511201251,1262872354,0.00,56.30,128,100.0
6444,E-randwrite-precondition,39850,39,59031,59,59,57,2238,80,1497,6052,5511201251,1263019138,0.00,75.15,128,100.0
6445,E-randwrite-precondition,39850,39,59406,59,59,57,2236,80,1497,6052,5511201251,1263129162,0.00,56.33,128,100.0
6446,E-randwrite-precondition,39850,39,59125,59,59,57,2235,80,1497,6052,5511201251,1263275738,0.00,75.05,128,100.0
6447,E-randwrite-precondition,39850,39,59093,59,59,57,2235,80,1497,5970,5511201251,1263373562,0.00,50.09,128,100.0
6448,E-randwrite-precondition,39850,39,58968,58,59,57,2238,80,1497,5929,5511201251,1263508106,0.00,68.89,128,100.0
6449,E-randwrite-precondition,39850,39,59125,59,59,57,2235,80,1497,6011,5511201251,1263642530,0.00,68.83,128,100.0
6451,E-randwrite-precondition,39850,39,59312,59,59,57,2233,80,1497,5848,5511201251,1263752410,0.00,56.26,128,100.0
6452,E-randwrite-precondition,39850,39,59031,59,59,57,2233,80,1497,6011,5511201251,1263886850,0.00,68.83,128,100.0
6453,E-randwrite-precondition,39850,39,58968,58,59,57,2231,80,1497,5970,5511201251,1263996914,0.00,56.35,128,100.0
6454,E-randwrite-precondition,39850,39,59000,59,59,57,2233,80,1497,5970,5511201251,1264119218,0.00,62.62,128,96.8
6455,E-randwrite-precondition,39850,39,59000,59,59,57,2237,80,1497,5929,5511201251,1264204802,0.00,43.82,128,100.0
6456,E-randwrite-precondition,39850,39,59218,59,59,57,2236,80,1497,6011,5511201251,1264327010,0.00,62.57,128,100.0
6457,E-randwrite-precondition,39850,39,59218,59,59,57,2236,80,1497,5970,5511201251,1264412594,0.00,43.82,128,100.0
6458,E-randwrite-precondition,39850,39,59125,59,59,57,2236,80,1497,6052,5511201251,1264522658,0.00,56.35,128,100.0
6460,E-randwrite-precondition,39850,39,59093,59,59,57,2235,80,1497,5889,5511201251,1264620482,0.00,50.09,128,100.0
6461,E-randwrite-precondition,39850,39,59031,59,59,57,2242,80,1497,6011,5511201251,1264730450,0.00,56.30,128,100.0
6462,E-randwrite-precondition,39850,39,59093,59,59,57,2244,80,1497,5929,5511201251,1264828138,0.00,50.02,128,100.0
6463,E-randwrite-precondition,39850,39,59093,59,59,57,2242,80,1497,6052,5511201251,1264938202,0.00,56.35,128,100.0
6465,E-randwrite-precondition,39850,39,58968,58,59,57,2236,80,1497,5889,5511201251,1265048266,0.00,56.35,128,100.0
6466,E-randwrite-precondition,39850,39,59343,59,59,57,2235,80,1497,6052,5511201251,1265158330,0.00,56.35,128,100.0
6467,E-randwrite-precondition,39850,39,59093,59,59,57,2233,80,1497,5929,5511201251,1265268242,0.00,56.27,128,100.0
6468,E-randwrite-precondition,39850,39,59156,59,59,57,2233,80,1497,6052,5511201251,1265378306,0.00,56.35,128,100.0
6470,E-randwrite-precondition,39850,39,59187,59,59,57,2233,80,1497,5889,5511201251,1265488370,0.00,56.35,128,100.0
6471,E-randwrite-precondition,39850,39,59218,59,59,57,2231,80,1497,6052,5511201251,1265598434,0.00,56.35,128,100.0
6472,E-randwrite-precondition,39850,39,59031,59,59,57,2235,80,1497,5970,5511201251,1265708330,0.00,56.27,128,100.0
6473,E-randwrite-precondition,39850,39,59125,59,59,57,2235,80,1497,6052,5511201251,1265818394,0.00,56.35,128,100.0
6475,E-randwrite-precondition,39850,39,59125,59,59,57,2234,80,1497,5929,5511201251,1265928330,0.00,56.29,128,100.0
6476,E-randwrite-precondition,39850,39,59093,59,59,57,2233,80,1497,6052,5511201251,1266038314,0.00,56.31,128,100.0
6477,E-randwrite-precondition,39850,39,59218,59,59,57,2238,80,1497,5929,5511201251,1266148170,0.00,56.25,128,100.0
6478,E-randwrite-precondition,39850,39,59312,59,59,57,2240,80,1497,6011,5511201251,1266258202,0.00,56.34,128,100.0
6480,E-randwrite-precondition,39850,39,59156,59,59,57,2235,80,1497,5889,5511201251,1266368218,0.00,56.33,128,100.0
6481,E-randwrite-precondition,39850,39,59187,59,59,57,2234,80,1497,6052,5511201251,1266514906,0.00,75.10,128,100.0
6482,E-randwrite-precondition,39850,39,59312,59,59,57,2233,80,1497,5970,5511201251,1266624858,0.00,56.30,128,100.0
6483,E-randwrite-precondition,39850,39,59062,59,59,57,2235,80,1497,6052,5511201251,1266771642,0.00,75.15,128,99.2
6484,E-randwrite-precondition,39850,39,59375,59,59,57,2235,80,1497,6011,5511201251,1266869466,0.00,50.09,128,100.0
6485,E-randwrite-precondition,39850,39,59093,59,59,57,2236,80,1497,6052,5511201251,1267016154,0.00,75.10,128,100.0
6487,E-randwrite-precondition,39850,39,59125,59,59,57,2236,80,1497,6052,5511201251,1267138266,0.00,62.52,128,100.0
6488,E-randwrite-precondition,39850,39,59375,59,59,57,2238,80,1497,6093,5511201251,1267260570,0.00,62.62,128,100.0
6489,E-randwrite-precondition,39850,39,59281,59,59,57,2233,80,1497,6052,5511201251,1267407258,0.00,75.10,128,100.0
6490,E-randwrite-precondition,39850,39,59156,59,59,57,2234,80,1497,6011,5511201251,1267529562,0.00,62.62,128,100.0
6491,E-randwrite-precondition,39850,39,59062,59,59,57,2233,80,1497,6052,5511201251,1267676106,0.00,75.03,128,100.0
6492,E-randwrite-precondition,39850,39,58843,58,59,57,2233,80,729,5439,5511201251,1267773930,0.00,50.09,128,100.0
6493,E-randwrite-precondition,39850,39,58875,58,58,57,2233,80,729,5275,5511201251,1267908474,0.00,68.89,128,100.0
6495,E-randwrite-precondition,39850,39,59093,59,59,57,2233,80,1344,5357,5511201251,1268055154,0.00,75.10,128,100.0
6496,E-randwrite-precondition,39850,39,58812,58,59,57,2229,80,1344,5275,5511201251,1268152906,0.00,50.05,128,100.0
6497,E-randwrite-precondition,39850,39,58812,58,58,57,2231,80,1420,5398,5511201251,1268299426,0.00,75.02,128,100.0
6498,E-randwrite-precondition,39850,39,58781,58,58,57,2235,80,883,5316,5511201251,1268409490,0.00,56.35,128,100.0
6499,E-randwrite-precondition,39850,39,59000,59,59,57,2236,80,1344,5357,5511201251,1268556138,0.00,75.08,128,100.0
6500,E-randwrite-precondition,39850,39,58687,58,58,57,2238,80,1497,5275,5511201251,1268641714,0.00,43.81,128,100.0
6501,E-randwrite-precondition,39850,39,58875,58,58,57,2235,80,1497,5316,5511201251,1268776010,0.00,68.76,128,100.0
6502,E-randwrite-precondition,39850,39,58781,58,58,57,2238,80,1267,5316,5511201251,1268886002,0.00,56.32,128,100.0
6504,E-randwrite-precondition,39850,39,58562,58,58,57,2240,80,729,5193,5511201251,1269008186,0.00,62.56,128,100.0
6505,E-randwrite-precondition,39850,39,58843,58,58,57,2240,80,1344,5275,5511201251,1269142626,0.00,68.83,128,100.0
6506,E-randwrite-precondition,39850,39,59000,59,59,57,2240,80,1344,5275,5511201251,1269240394,0.00,50.06,128,100.0
6507,E-randwrite-precondition,39850,39,58781,58,58,57,2238,80,1344,5357,5511201251,1269350386,0.00,56.32,128,100.0
6509,E-randwrite-precondition,39850,39,58562,58,58,57,2240,80,1497,5193,5511201251,1269448210,0.00,50.09,128,100.0
6510,E-randwrite-precondition,39850,39,59000,59,59,57,2243,80,1420,5316,5511201251,1269558274,0.00,56.35,128,100.0
6511,E-randwrite-precondition,39850,39,58812,58,58,57,2240,80,729,5234,5511201251,1269668266,0.00,56.32,128,100.0
6512,E-randwrite-precondition,39850,39,58625,58,58,57,2243,80,1420,5316,5511201251,1269778154,0.00,56.26,128,100.0
6514,E-randwrite-precondition,39850,39,58562,58,58,57,2241,80,1344,5193,5511201251,1269888178,0.00,56.33,128,100.0
6515,E-randwrite-precondition,39850,39,58625,58,58,57,2240,80,729,5316,5511201251,1269998242,0.00,56.35,128,100.0
6516,E-randwrite-precondition,39850,39,58500,58,58,57,2240,80,1113,5234,5511201251,1270108162,0.00,56.28,128,100.0
6517,E-randwrite-precondition,39850,39,58562,58,58,57,2243,80,1036,5316,5511201251,1270218098,0.00,56.29,128,100.0
6519,E-randwrite-precondition,39850,39,58500,58,58,57,2239,80,1344,5193,5511201251,1270328146,0.00,56.34,128,100.0
6520,E-randwrite-precondition,39850,39,58468,58,58,57,2238,80,1497,5316,5511201251,1270438162,0.00,56.33,128,100.0
6522,E-randwrite-precondition,39850,39,58562,58,58,57,2236,80,1420,5234,5511201251,1270547946,0.00,56.21,128,100.0
6523,E-randwrite-precondition,39850,39,58375,58,58,57,2236,80,1344,5316,5511201251,1270657890,0.00,56.29,128,100.0
6524,E-randwrite-precondition,39850,39,58500,58,58,57,2240,80,883,5193,5511201251,1270767834,0.00,56.29,128,100.0
6525,E-randwrite-precondition,39850,39,58375,58,58,57,2240,80,806,5316,5511201251,1270877834,0.00,56.32,128,100.0
6527,E-randwrite-precondition,39850,39,58625,58,58,57,2240,80,1497,5193,5511201251,1270987594,0.00,56.20,128,100.0
6528,E-randwrite-precondition,39850,39,58531,58,58,57,2240,80,1344,5275,5511201251,1271097554,0.00,56.30,128,100.0
6529,E-randwrite-precondition,39850,39,58343,58,58,57,2242,80,1344,5152,5511201251,1271207554,0.00,56.32,128,100.0
6530,E-randwrite-precondition,39850,39,58500,58,58,56,2243,80,1420,5275,5511201251,1271354218,0.00,75.09,128,100.0
6531,E-randwrite-precondition,39850,39,58562,58,58,57,2240,80,1497,5275,5511201251,1271464234,0.00,56.33,128,100.0
6532,E-randwrite-precondition,39850,39,58406,58,58,57,2242,80,1497,5316,5511201251,1271598610,0.00,68.80,128,100.0
6533,E-randwrite-precondition,39850,39,58281,58,58,57,2243,80,1497,5234,5511201251,1271696410,0.00,50.07,128,100.0
6535,E-randwrite-precondition,39850,39,58312,58,58,56,2240,80,1497,5316,5511201251,1271843090,0.00,75.10,128,100.0
6536,E-randwrite-precondition,39850,39,58593,58,58,56,2238,80,1497,5275,5511201251,1271953114,0.00,56.33,128,100.0
6537,E-randwrite-precondition,39850,39,58437,58,58,56,2242,80,1420,5234,5511201251,1272087362,0.00,68.73,128,100.0
6538,E-randwrite-precondition,39850,39,58625,58,58,56,2242,80,806,5275,5511201251,1272209642,0.00,62.61,128,100.0
